id,domain,issue_type,image_path,text_description,location_type,severity,urgency,language,pair_difficulty,confidence_label
01107,Public Service Delivery,Missing public information board,data/raw/images/public_service_delivery/missing_public_information_board/missing_public_information_board_011.jpg,Missing public information board has been a problem near the colony gate for the past three days.,Rural,High,High,English,both_clear,high
01108,Public Service Delivery,Missing public information board,data/raw/images/public_service_delivery/missing_public_information_board/missing_public_information_board_012.jpg,मुख्य सड़क के किनारे एक गंभीर समस्या है जिसकी वजह Missing public information board है।,Rural,Medium,High,Hindi,complementary,high
01109,Public Service Delivery,Missing public information board,data/raw/images/public_service_delivery/missing_public_information_board/missing_public_information_board_013.jpg,Missing public information board has been a problem beside the main road for almost a month. This needs to be fixed urgently.,Urban,High,High,English,both_clear,high
01110,Public Service Delivery,Missing public information board,data/raw/images/public_service_delivery/missing_public_information_board/missing_public_information_board_014.jpg,We are facing an issue of missing public information board close to our village since last night. This is causing a lot of trouble to residents.,Urban,High,High,English,both_clear,high
01111,Public Service Delivery,Damaged citizen service infrastructure,data/raw/images/public_service_delivery/damaged_citizen_service_infrastructure/damaged_citizen_service_infrastructure_000.jpg,"Something is wrong in our area, someone should look into it.",Semi-Urban,Medium,High,Hindi,vague_text_clear_image,medium
01112,Public Service Delivery,Damaged citizen service infrastructure,data/raw/images/public_service_delivery/damaged_citizen_service_infrastructure/damaged_citizen_service_infrastructure_001.jpg,This has been an issue for a while now.,Urban,Low,Medium,English,vague_text_clear_image,medium
01113,Public Service Delivery,Damaged citizen service infrastructure,data/raw/images/public_service_delivery/damaged_citizen_service_infrastructure/damaged_citizen_service_infrastructure_002.jpg,"We are facing an issue of damaged citizen service infrastructure next to the bus stop for over a week. This is causing a lot of trouble to residents, especially elderly people and children. We have complained before but no action has been taken.",Urban,Medium,High,English,both_clear,high
01114,Public Service Delivery,Damaged citizen service infrastructure,data/raw/images/public_service_delivery/damaged_citizen_service_infrastructure/damaged_citizen_service_infrastructure_003.jpg,"There is some problem here, please check when possible.",Rural,Low,Low,Hinglish,vague_text_clear_image,medium
01115,Public Service Delivery,Damaged citizen service infrastructure,data/raw/images/public_service_delivery/damaged_citizen_service_infrastructure/damaged_citizen_service_infrastructure_004.jpg,Damaged citizen service infrastructure has been a problem in front of the panchayat office since yesterday. Many families in the area are affected by this. It would be great if someone could visit and check the situation.,Urban,Medium,Medium,English,clear_text_unclear_image,medium
01116,Public Service Delivery,Damaged citizen service infrastructure,data/raw/images/public_service_delivery/damaged_citizen_service_infrastructure/damaged_citizen_service_infrastructure_005.jpg,Damaged citizen service infrastructure has been a problem next to the bus stop since last night. It's affecting a lot of families nearby.,Urban,High,Medium,English,complementary,high
01117,Public Service Delivery,Damaged citizen service infrastructure,data/raw/images/public_service_delivery/damaged_citizen_service_infrastructure/damaged_citizen_service_infrastructure_006.jpg,Citizens are facing trouble due to damaged citizen service infrastructure outside our house. Please take action soon. No one has come to check yet.,Rural,High,High,English,clear_text_unclear_image,medium
01118,Public Service Delivery,Damaged citizen service infrastructure,data/raw/images/public_service_delivery/damaged_citizen_service_infrastructure/damaged_citizen_service_infrastructure_007.jpg,Citizens are facing trouble due to damaged citizen service infrastructure near the colony gate.,Urban,Medium,Low,English,both_clear,high
01119,Public Service Delivery,Damaged citizen service infrastructure,data/raw/images/public_service_delivery/damaged_citizen_service_infrastructure/damaged_citizen_service_infrastructure_008.jpg,"Sir/Madam, hamari gali ke paas damaged citizen service infrastructure ho raha h, jaldi solve kijiye plz.",Urban,Medium,Medium,Hinglish,clear_text_unclear_image,medium
01120,Public Service Delivery,Damaged citizen service infrastructure,data/raw/images/public_service_delivery/damaged_citizen_service_infrastructure/damaged_citizen_service_infrastructure_009.jpg,We are facing an issue of damaged citizen service infrastructure close to our village for two weeks now. Please take action soon. Please fix it soon.,Rural,Medium,High,English,both_clear,high
01121,Public Service Delivery,Damaged citizen service infrastructure,data/raw/images/public_service_delivery/damaged_citizen_service_infrastructure/damaged_citizen_service_infrastructure_010.jpg,We are facing an issue of damaged citizen service infrastructure in front of the panchayat office for almost a month. Please take action soon.,Urban,Low,Low,English,both_clear,high
01122,Public Service Delivery,Damaged citizen service infrastructure,data/raw/images/public_service_delivery/damaged_citizen_service_infrastructure/damaged_citizen_service_infrastructure_011.jpg,"Yeh damaged citizen service infrastructure wali problem gaon ke nazdeek ek hafte se se hai, koi dekhne nahi aaya abhi tak.",Semi-Urban,Low,Low,Hinglish,both_clear,high
01123,Public Service Delivery,Damaged citizen service infrastructure,data/raw/images/public_service_delivery/damaged_citizen_service_infrastructure/damaged_citizen_service_infrastructure_012.jpg,"Sir/Madam, colony gate ke paas damaged citizen service infrastructure ho raha hai, jaldi solve kijiye plz.",Semi-Urban,Low,Low,Hinglish,clear_text_unclear_image,medium
01124,Public Service Delivery,Damaged citizen service infrastructure,data/raw/images/public_service_delivery/damaged_citizen_service_infrastructure/damaged_citizen_service_infrastructure_013.jpg,"Sir/Madam, gaon ke nazdeek damaged citizen service infrastructure ho raha hai, jaldi solve kijiye plz.",Urban,Medium,Medium,Hinglish,complementary,high
01125,Public Service Delivery,Damaged citizen service infrastructure,data/raw/images/public_service_delivery/damaged_citizen_service_infrastructure/damaged_citizen_service_infrastructure_014.jpg,We are facing an issue of damaged citizen service infrastructure near our street for several days. Nobody from the authorities has visited yet. Please fix it soon.,Semi-Urban,Low,Low,English,both_clear,high
01126,Public Service Delivery,Poor access to government services,data/raw/images/public_service_delivery/poor_access_to_government_services/poor_access_to_government_services_000.jpg,Citizens are facing trouble due to poor access to government services outside our house. This needs to be fixed urgently.,Urban,High,High,English,both_clear,high
01127,Public Service Delivery,Poor access to government services,data/raw/images/public_service_delivery/poor_access_to_government_services/poor_access_to_government_services_001.jpg,"बस स्टॉप के पास की स्थिति बहुत खराब है, यह poor access to government services से जुड़ी समस्या है।",Urban,High,Medium,Hindi,both_clear,high
01128,Public Service Delivery,Poor access to government services,data/raw/images/public_service_delivery/poor_access_to_government_services/poor_access_to_government_services_002.jpg,"Citizens are facing trouble due to poor access to government services close to our village. Also, this has gotten worse since last week.",Rural,High,High,English,complementary,high
